metabolite	0AZ9	0BY1	0BY46	0BY49	0BY50	0CX1	0CX2	0CX47	0CX48	0DW3	9DW38	0DW47	0DW49	0DW50	0EV2	0EV4	0EV48	0EV5	0EV50	0FU2	0GT2	0GT47	0GT48	0GT49	0GT50	0HS3	0HS4	0HS49	0IR3	9IR36	9IR4	0IR4	0IR46	0IR47	0IR49	0JQ1	0JQ2	0JQ3	0JQ46	0JQ5	1AZ1	1AZ3	1AZ4	1HS39	1HS42	1JQ42	2AZ1	2AZ10	2AZ20	2AZ70	2AZ9	2BY5_1	2BY10	4BY12	2BY3	2BY5	2BY6	2BY9	2CX14	2CX15	2CX17	2CX19	2CX21	2CX7	2DW10	2DW36	2DW37	2DW42	2DW43	2DW9	2EV32	2EV37	2EV42	2EV57	2EV7	2EV8	2EV9	2FU1	2FU10	2FU2	2FU34	2FU39	2FU45	2GT1	2GT29	2GT32	2GT40	2GT45	2GT8	2GT9	2HS1	2HS10	2HS12	2HS2	2HS6	2HS7	2HS8	2IR32	2IR33	2IR45	2IR5	2IR6	2IR8	2JQ28	2JQ3	2JQ33	2JQ37	2JQ42	2JQ9	3AZ5	3FU2	4BY11	4CX13	4CX14	4DW12	4DW13	4EV12	4EV13	4FU11	4FU13	4FU14	4GT11	4GT12	4GT14	4HS11	4IR11	4IR13	4IR14	4JQ11	4JQ13	4CX15	6CX17	6CX20	6DW16	6DW17	6DW18	6DW20	6EV17	6FU17	6FU18	6GT18	6HS16	6HS17	6HS18	6HS20	6IR17	6JQ19	8BY22	8BY23	8BY25	8CX22	8CX23	8CX24	8DW22	8EV21	8EV22	8EV23	8EV25	8FU21	8FU23	8GT22	8GT23	8GT24	8GT25	8HS25	8IR21	8IR22	8IR25	8JQ22	8JQ24	8JQ25	9AZ1	9AZ7	9AZ8	9BY21	9BY24	9BY28	9BY35	9BY40	9CX1	9CX4	9CX7	9CX8	9CX9	9DW33	9DW36	9DW371	9DW4	9FU26	9FU29	9FU6	9FU7	9GT28	9GT33	9HS44	9HS50	9HS51	9IR21	9IR3	9JQ38	9JQ39	9JQ43	9JQ52	FU3	FU4	FU6
NA	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	15.08787586	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.42086343	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.32653127	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279
Carboxylic acids and derivatives	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.34222866	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.35860378	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.27861509	6.907755279	12.36624759	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.76241764	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.1428275	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.30849329	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.9087394	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.34779127	6.907755279	6.907755279	6.907755279	6.907755279	14.29324856	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.90427077
Carboxylic acids and derivatives	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.04291864	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.87792898	13.60528456	13.82203452	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.37809094	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.60010492	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.10024496	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.04972545	6.907755279	6.907755279	6.907755279	13.10492227	6.907755279	14.15415033	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.5445903	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.55608362	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.31283806	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279
Carboxylic acids and derivatives	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	15.77786114	6.907755279	6.907755279	6.907755279	14.91996975	6.907755279	6.907755279	6.907755279	6.907755279	14.98115021	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	16.19366387	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	16.68049941	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	15.36440179	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.57935453	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	16.69948922	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.7470468	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.32490582	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	11.90120575	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.61864035	6.907755279	6.907755279	6.907755279	6.907755279	10.45124299	6.907755279	6.907755279	6.907755279	13.82258528	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.45320452
unclassified	6.907755279	6.907755279	6.907755279	11.60235852	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.85113767	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.33568027	13.06458676	6.907755279	6.907755279	6.907755279	11.87123252	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.25216389	6.907755279	6.907755279	6.907755279	10.92063621	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	11.67158396	6.907755279	6.907755279	6.907755279	6.907755279	13.72908433	12.81176844	6.907755279	6.907755279	12.25132692	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.24033725	6.907755279	6.907755279	6.907755279	11.91738027	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	11.86193762	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.25029707	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.14456656	6.907755279	11.9146769	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	11.11552455	6.907755279	6.907755279	11.86945682	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	11.83069838	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279
Carboxylic acids and derivatives	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.0616268	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.56961236	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.78285558	6.907755279	12.71937286	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.49554496	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.63850055	6.907755279	13.34958628	6.907755279	6.907755279	12.11665061	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.82325905	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.37980822	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.70500938	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.12456315	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.50123482
NA	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	15.45632545	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.89521501	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279
Organooxygen compounds	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.36367415	6.907755279	6.907755279	6.907755279	13.37126617	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.93790175	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.64776897	12.28108429	6.907755279	6.907755279	12.38649938	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	11.85948129	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.21216285	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.1407414	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279
unclassified	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.08132649	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.42086367	6.907755279	6.907755279	14.62957642	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.12513862	13.48897863	15.01151736	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.92458624	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.79756285	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	11.41774865	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	15.38768288	13.34641876	6.907755279	6.907755279	13.15257066	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.18385772	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.70014393	6.907755279	13.08020006	13.89497435	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.73222372	6.907755279	13.23293032	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	13.11432097	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.25908269	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.49140672	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	12.44636946
unclassified	6.907755279	6.907755279	14.10700208	14.76707065	6.907755279	14.58783733	6.907755279	6.907755279	6.907755279	6.907755279	15.32074561	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.35431261	6.907755279	14.39141077	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	15.04958208	14.83812075	14.11030701	16.0239318	6.907755279	6.907755279	14.01947168	6.907755279	14.54910802	6.907755279	6.907755279	6.907755279	15.69121544	14.95143014	15.53334324	6.907755279	6.907755279	6.907755279	15.40121201	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	16.66487452	14.07657784	15.41231267	14.47366304	6.907755279	6.907755279	14.02715775	6.907755279	6.907755279	15.25206564	6.907755279	6.907755279	6.907755279	14.3054503	6.907755279	6.907755279	6.907755279	6.907755279	15.70485186	15.26200248	15.90769642	6.907755279	15.0815173	15.10574019	14.96642372	15.60884395	6.907755279	6.907755279	16.63221087	6.907755279	6.907755279	15.14878638	6.907755279	14.27659739	14.19239325	15.98896292	14.04455826	6.907755279	14.75062784	6.907755279	6.907755279	15.28389242	6.907755279	6.907755279	6.907755279	15.49526451	6.907755279	15.53389344	15.93862274	14.14566137	14.67628637	6.907755279	15.77561399	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	15.16632746	6.907755279	6.907755279	6.907755279	14.92344601	14.90061772	15.84006951	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.68681219	15.77834737	6.907755279	14.79853109	6.907755279	14.16267125	6.907755279	14.49812679	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.20547129	6.907755279	14.29194361	15.87387188	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	15.08081267	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.82534782	14.77898373	15.54772505	6.907755279	6.907755279	6.907755279	14.98959623	16.34931301	15.35450895	6.907755279	14.33816828	15.85073064	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.75331695	14.14220706	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	6.907755279	14.9918993
